0: 36
ERROR: images #134 has bad focal lengths
ERROR: images #138 has bad focal lengths
ERROR: images #144 has bad focal lengths
ERROR: images #149 has bad focal lengths
ERROR: images #152 has bad focal lengths
ERROR: images #154 has bad focal lengths
ERROR: images #156 has bad focal lengths
ERROR: images #159 has bad focal lengths
ERROR: images #160 has bad focal lengths
ERROR: images #162 has bad focal lengths
ERROR: images #163 has bad focal lengths
ERROR: images #164 has bad focal lengths
ERROR: images #165 has bad focal lengths
ERROR: images #167 has bad focal lengths
ERROR: images #168 has bad focal lengths
ERROR: images #169 has bad focal lengths
ERROR: images #170 has bad focal lengths
ERROR: images #174 has bad focal lengths
ERROR: images #175 has bad focal lengths
ERROR: images #177 has bad focal lengths
ERROR: images #176 has bad focal lengths
ERROR: images #178 has bad focal lengths
ERROR: images #180 has bad focal lengths
ERROR: images #181 has bad focal lengths
ERROR: images #189 has bad focal lengths
ERROR: images #190 has bad focal lengths
ERROR: images #194 has bad focal lengths
ERROR: images #183 has bad focal lengths
ERROR: images #206 has bad focal lengths
ERROR: images #205 has bad focal lengths
ERROR: images #204 has bad focal lengths
ERROR: images #198 has bad focal lengths
ERROR: images #199 has bad focal lengths
ERROR: images #185 has bad focal lengths
ERROR: images #201 has bad focal lengths
ERROR: images #200 has bad focal lengths
ERROR: images #203 has bad focal lengths
ERROR: images #202 has bad focal lengths
ERROR: images #184 has bad focal lengths
Focal Length : [251.273]->[939.212]
Radial Distortion : [-35.945 -> -29]

#############################
#29: [154] sees 666 (+117) 3D points
Estimated Focal Length [1317][7.20N]
# 90 projs (0 pts and 0 merges)
SKIP: 0 cams, 123 points, 6028 projs
PBA: 230 3D pts, 20 cams and 3455 projs...
PBA: 2.440 -> 1.173 (5 LMs in 0.20sec)
#points w/ large errors:	1
#unstable points removed:	5
Focal Length : [1316.984]->[2374.835]
Radial Distortion : [-228.917 -> -31]

#############################
#30: [153] sees 677 (+112) 3D points
Estimated Focal Length [1634][9.18N]
# 75 projs (0 pts and 0 merges)
SKIP: 0 cams, 134 points, 99 projs
PBA: 219 3D pts, 20 cams and 3459 projs...
PBA: 2.402 -> 1.189 (5 LMs in 0.20sec)
Focal Length : [1633.818]->[3217.371]
Radial Distortion : [-397.783 -> -28]

#############################
#31: [147] sees 611 (+100) 3D points
Estimated Focal Length [338][1.81N]
# 67 projs (0 pts and 0 merges)
SKIP: 0 cams, 141 points, 123 projs
PBA: 212 3D pts, 20 cams and 3472 projs...
PBA: 2.256 -> 1.229 (5 LMs in 0.21sec)
Focal Length : [337.811]->[1472.486]
Radial Distortion : [-84.609 -> -32]

#############################
#32: [146] sees 606 (+94) 3D points
Estimated Focal Length [1158][6.13N]
# 89 projs (0 pts and 0 merges)
SKIP: 0 cams, 151 points, 209 projs
PBA: 202 3D pts, 20 cams and 3475 projs...
PBA: 2.119 -> 1.255 (5 LMs in 0.22sec)
ERROR: images #117 has bad focal lengths
Focal Length : [1158.012]->[1619.741]
Radial Distortion : [-98.557 -> -32]

#############################
#32: [145] sees 701 (+99) 3D points
Estimated Focal Length [992][5.17N]
# 72 projs (0 pts and 0 merges)
SKIP: 0 cams, 152 points, 289 projs
PBA: 201 3D pts, 20 cams and 3467 projs...
PBA: 2.288 -> 1.275 (5 LMs in 0.21sec)
Focal Length : [991.923]->[2082.861]
Radial Distortion : [-172.557 -> -36]

#############################
#33: [144] sees 722 (+84) 3D points
Estimated Focal Length [1569][8.35N]
# 82 projs (0 pts and 0 merges)
SKIP: 0 cams, 168 points, 342 projs
PBA: 185 3D pts, 20 cams and 3418 projs...
PBA: 2.441 -> 1.318 (5 LMs in 0.21sec)
Focal Length : [1569.119]->[2405.704]
Radial Distortion : [-222.776 -> -32]

#############################
#34: [143] sees 726 (+83) 3D points
Estimated Focal Length [1059][5.82N]
# 80 projs (0 pts and 0 merges)
SKIP: 0 cams, 178 points, 436 projs
PBA: 175 3D pts, 20 cams and 3404 projs...
PBA: 2.563 -> 1.339 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [1058.988]->[2111.988]
Radial Distortion : [-172.711 -> -30]

#############################
#35: [141] sees 777 (+83) 3D points
Estimated Focal Length [262][1.47N]
# 71 projs (0 pts and 0 merges)
SKIP: 0 cams, 180 points, 464 projs
PBA: 173 3D pts, 20 cams and 3447 projs...
PBA: 2.353 -> 1.285 (5 LMs in 0.20sec)
Focal Length : [262.022]->[1267.298]
Radial Distortion : [-62.176 -> -28]

#############################
#36: [140] sees 711 (+94) 3D points
Estimated Focal Length [547][3.14N]
# 95 projs (0 pts and 0 merges)
SKIP: 0 cams, 181 points, 445 projs
PBA: 172 3D pts, 20 cams and 3537 projs...
PBA: 2.727 -> 1.354 (5 LMs in 0.21sec)
Focal Length : [546.864]->[1808.472]
Radial Distortion : [-134.287 -> -28]

#############################
#37: [139] sees 710 (+95) 3D points
Estimated Focal Length [388][2.20N]
# 76 projs (0 pts and 0 merges)
SKIP: 0 cams, 183 points, 453 projs
PBA: 170 3D pts, 20 cams and 3605 projs...
PBA: 2.139 -> 1.386 (5 LMs in 0.20sec)
#points w/ large errors:	1
Focal Length : [387.507]->[1299.982]
Radial Distortion : [-67.117 -> -28]

#############################
#38: [138] sees 817 (+97) 3D points
Estimated Focal Length [446][2.50N]
# 78 projs (0 pts and 0 merges)
SKIP: 0 cams, 194 points, 598 projs
PBA: 159 3D pts, 20 cams and 3538 projs...
PBA: 2.513 -> 1.359 (5 LMs in 0.22sec)
Focal Length : [445.627]->[1567.598]
Radial Distortion : [-95.527 -> -28]

#############################
#39: [142] sees 934 (+94) 3D points
Estimated Focal Length [393][2.21N]
# 74 projs (0 pts and 0 merges)
SKIP: 0 cams, 204 points, 691 projs
PBA: 149 3D pts, 20 cams and 3491 projs...
PBA: 2.551 -> 1.397 (5 LMs in 0.20sec)
Focal Length : [392.761]->[1614.986]
Radial Distortion : [-101.143 -> -28]

#############################
#40: [137] sees 845 (+88) 3D points
Estimated Focal Length [1001][5.53N]
# 69 projs (0 pts and 0 merges)
SKIP: 0 cams, 204 points, 691 projs
PBA: 149 3D pts, 20 cams and 3560 projs...
PBA: 2.683 -> 1.416 (5 LMs in 0.21sec)
Focal Length : [1001.151]->[2253.963]
Radial Distortion : [-202.918 -> -30]

#############################
#41: [136] sees 853 (+89) 3D points
Estimated Focal Length [436][2.32N]
# 71 projs (0 pts and 0 merges)
SKIP: 0 cams, 208 points, 746 projs
PBA: 145 3D pts, 20 cams and 3576 projs...
PBA: 2.752 -> 1.510 (5 LMs in 0.21sec)
Focal Length : [435.629]->[1776.147]
Radial Distortion : [-131.205 -> -35]

#############################
#42: [135] sees 906 (+106) 3D points
Estimated Focal Length [1026][5.43N]
# 75 projs (0 pts and 0 merges)
SKIP: 0 cams, 215 points, 830 projs
PBA: 138 3D pts, 20 cams and 3567 projs...
PBA: 2.275 -> 1.530 (5 LMs in 0.22sec)
ERROR: images #105 has bad focal lengths
Focal Length : [1026.402]->[1858.772]
Radial Distortion : [-136.344 -> -33]

#############################
#42: [134] sees 879 (+115) 3D points
Estimated Focal Length [1273][6.74N]
# 81 projs (0 pts and 0 merges)
SKIP: 0 cams, 215 points, 910 projs
PBA: 138 3D pts, 20 cams and 3568 projs...
PBA: 2.565 -> 1.608 (5 LMs in 0.20sec)
#points w/ large errors:	1
ERROR: images #100 has bad focal lengths
ERROR: images #106 has bad focal lengths
Focal Length : [1273.164]->[1947.985]
Radial Distortion : [-145.772 -> -32]

#############################
#41: [133] sees 879 (+104) 3D points
Estimated Focal Length [784][4.28N]
# 76 projs (0 pts and 0 merges)
SKIP: 0 cams, 209 points, 929 projs
PBA: 144 3D pts, 20 cams and 3545 projs...
PBA: 2.734 -> 1.463 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [783.915]->[1828.538]
Radial Distortion : [-137.935 -> -32]

#############################
#42: [132] sees 897 (+120) 3D points
Estimated Focal Length [762][4.21N]
# 72 projs (0 pts and 0 merges)
SKIP: 0 cams, 217 points, 841 projs
PBA: 136 3D pts, 20 cams and 3522 projs...
PBA: 2.331 -> 1.491 (5 LMs in 0.20sec)
Focal Length : [761.783]->[1383.831]
Radial Distortion : [-77.997 -> -30]

#############################
#43: [131] sees 886 (+110) 3D points
Estimated Focal Length [1185][6.51N]
# 72 projs (0 pts and 0 merges)
SKIP: 0 cams, 218 points, 846 projs
PBA: 135 3D pts, 20 cams and 3578 projs...
PBA: 2.502 -> 1.517 (5 LMs in 0.22sec)
#points w/ large errors:	1
Focal Length : [1184.700]->[2222.752]
Radial Distortion : [-194.303 -> -30]

#############################
#44: [130] sees 828 (+98) 3D points
Estimated Focal Length [536][3.03N]
# 83 projs (0 pts and 0 merges)
SKIP: 0 cams, 222 points, 896 projs
PBA: 131 3D pts, 20 cams and 3611 projs...
PBA: 2.236 -> 1.521 (5 LMs in 0.21sec)
Focal Length : [535.619]->[1746.141]
Radial Distortion : [-120.127 -> -27]

#############################
#45: [129] sees 794 (+112) 3D points
Estimated Focal Length [1562][8.92N]
# 68 projs (0 pts and 0 merges)
SKIP: 0 cams, 223 points, 898 projs
PBA: 130 3D pts, 20 cams and 3666 projs...
PBA: 2.260 -> 1.542 (5 LMs in 0.20sec)
#points w/ large errors:	1
Focal Length : [1561.737]->[1679.750]
Radial Distortion : [-111.777 -> -27]

#############################
#46: [128] sees 889 (+105) 3D points
Estimated Focal Length [345][1.96N]
# 81 projs (0 pts and 0 merges)
SKIP: 0 cams, 225 points, 939 projs
PBA: 128 3D pts, 20 cams and 3706 projs...
PBA: 2.416 -> 1.586 (5 LMs in 0.20sec)
ERROR: images #94 has bad focal lengths
Focal Length : [344.962]->[1321.751]
Radial Distortion : [-72.910 -> -29]

#############################
#46: [122] sees 839 (+93) 3D points
Estimated Focal Length [596][3.33N]
# 59 projs (0 pts and 0 merges)
SKIP: 0 cams, 225 points, 987 projs
PBA: 128 3D pts, 20 cams and 3692 projs...
PBA: 2.543 -> 1.602 (5 LMs in 0.22sec)
Focal Length : [595.550]->[2145.603]
Radial Distortion : [-187.234 -> -29]

#############################
#47: [121] sees 771 (+120) 3D points
Estimated Focal Length [913][5.07N]
# 63 projs (0 pts and 0 merges)
SKIP: 0 cams, 227 points, 946 projs
PBA: 126 3D pts, 20 cams and 3723 projs...
PBA: 2.370 -> 1.617 (5 LMs in 0.20sec)
#points w/ large errors:	1
ERROR: images #86 has bad focal lengths
Focal Length : [913.390]->[2523.305]
Radial Distortion : [-260.056 -> -30]

#############################
#47: [123] sees 715 (+113) 3D points
Estimated Focal Length [550][3.06N]
# 66 projs (0 pts and 0 merges)
SKIP: 0 cams, 228 points, 1045 projs
PBA: 125 3D pts, 20 cams and 3690 projs...
PBA: 2.273 -> 1.533 (5 LMs in 0.20sec)
ERROR: images #92 has bad focal lengths
ERROR: images #97 has bad focal lengths
Focal Length : [549.977]->[1844.930]
Radial Distortion : [-137.115 -> -30]

#############################
#46: [124] sees 802 (+119) 3D points
Estimated Focal Length [448][2.45N]
# 64 projs (0 pts and 0 merges)
SKIP: 0 cams, 225 points, 1046 projs
PBA: 128 3D pts, 20 cams and 3654 projs...
PBA: 2.452 -> 1.523 (5 LMs in 0.21sec)
ERROR: images #85 has bad focal lengths
Focal Length : [447.562]->[1560.246]
Radial Distortion : [-96.157 -> -30]

#############################
#46: [119] sees 792 (+99) 3D points
Estimated Focal Length [1390][7.90N]
# 63 projs (0 pts and 0 merges)
SKIP: 0 cams, 225 points, 963 projs
PBA: 128 3D pts, 20 cams and 3655 projs...
PBA: 2.234 -> 1.534 (5 LMs in 0.20sec)
ERROR: images #87 has bad focal lengths
Focal Length : [1390.061]->[2861.098]
Radial Distortion : [-314.368 -> -27]

#############################
#46: [120] sees 719 (+112) 3D points
Estimated Focal Length [927][5.33N]
# 56 projs (0 pts and 0 merges)
SKIP: 0 cams, 225 points, 960 projs
PBA: 128 3D pts, 20 cams and 3652 projs...
PBA: 2.307 -> 1.530 (5 LMs in 0.21sec)
ERROR: images #83 has bad focal lengths
ERROR: images #88 has bad focal lengths
Focal Length : [927.236]->[2240.680]
Radial Distortion : [-204.616 -> -27]

#############################
#45: [118] sees 741 (+109) 3D points
Estimated Focal Length [1696][9.58N]
# 77 projs (0 pts and 0 merges)
SKIP: 0 cams, 224 points, 1018 projs
PBA: 129 3D pts, 20 cams and 3612 projs...
PBA: 2.422 -> 1.507 (5 LMs in 0.21sec)
ERROR: images #84 has bad focal lengths
Focal Length : [1696.224]->[2724.349]
Radial Distortion : [-287.880 -> -27]

#############################
#45: [117] sees 684 (+98) 3D points
Estimated Focal Length [641][3.56N]
# 59 projs (0 pts and 0 merges)
SKIP: 0 cams, 224 points, 949 projs
PBA: 129 3D pts, 20 cams and 3613 projs...
PBA: 2.430 -> 1.520 (5 LMs in 0.21sec)
Focal Length : [641.468]->[1920.200]
Radial Distortion : [-147.670 -> -30]

#############################
#46: [114] sees 648 (+104) 3D points
Estimated Focal Length [1064][5.75N]
# 65 projs (0 pts and 0 merges)
SKIP: 0 cams, 225 points, 907 projs
PBA: 128 3D pts, 20 cams and 3662 projs...
PBA: 2.389 -> 1.539 (5 LMs in 0.21sec)
Focal Length : [1063.627]->[1924.526]
Radial Distortion : [-145.699 -> -31]

#############################
#47: [115] sees 702 (+125) 3D points
Estimated Focal Length [1561][8.44N]
# 53 projs (0 pts and 0 merges)
SKIP: 0 cams, 227 points, 939 projs
PBA: 126 3D pts, 20 cams and 3683 projs...
PBA: 2.546 -> 1.553 (5 LMs in 0.20sec)
#points w/ large errors:	1
ERROR: images #81 has bad focal lengths
ERROR: images #82 has bad focal lengths
Focal Length : [1560.567]->[2713.350]
Radial Distortion : [-281.025 -> -30]

#############################
#46: [116] sees 660 (+117) 3D points
Estimated Focal Length [745][4.14N]
# 61 projs (0 pts and 0 merges)
SKIP: 0 cams, 226 points, 1070 projs
PBA: 127 3D pts, 20 cams and 3613 projs...
PBA: 2.368 -> 1.452 (5 LMs in 0.20sec)
Focal Length : [745.271]->[1818.186]
Radial Distortion : [-124.629 -> -28]

#############################
#47: [113] sees 625 (+115) 3D points
Estimated Focal Length [960][5.13N]
# 52 projs (0 pts and 0 merges)
SKIP: 0 cams, 228 points, 939 projs
PBA: 125 3D pts, 20 cams and 3633 projs...
PBA: 2.264 -> 1.468 (5 LMs in 0.22sec)
Focal Length : [959.872]->[2333.227]
Radial Distortion : [-206.518 -> -31]

#############################
#48: [112] sees 657 (+113) 3D points
Estimated Focal Length [825][4.48N]
# 65 projs (0 pts and 0 merges)
SKIP: 0 cams, 229 points, 965 projs
PBA: 124 3D pts, 20 cams and 3672 projs...
PBA: 2.145 -> 1.479 (5 LMs in 0.20sec)
Focal Length : [824.905]->[1837.422]
Radial Distortion : [-125.035 -> -29]

#############################
#49: [111] sees 706 (+110) 3D points
Estimated Focal Length [1045][5.94N]
# 63 projs (0 pts and 0 merges)
SKIP: 0 cams, 233 points, 1044 projs
PBA: 120 3D pts, 20 cams and 3656 projs...
PBA: 2.099 -> 1.536 (5 LMs in 0.20sec)
Focal Length : [1045.176]->[2184.389]
Radial Distortion : [-182.502 -> -27]

#############################
#50: [125] sees 786 (+105) 3D points
Estimated Focal Length [1579][8.58N]
# 57 projs (0 pts and 0 merges)
SKIP: 0 cams, 233 points, 1044 projs
PBA: 120 3D pts, 20 cams and 3713 projs...
PBA: 2.177 -> 1.541 (5 LMs in 0.20sec)
ERROR: images #76 has bad focal lengths
ERROR: images #77 has bad focal lengths
Focal Length : [1579.480]->[2644.732]
Radial Distortion : [-277.107 -> -31]

#############################
#49: [127] sees 868 (+103) 3D points
Estimated Focal Length [789][4.43N]
# 59 projs (0 pts and 0 merges)
SKIP: 0 cams, 235 points, 1180 projs
PBA: 118 3D pts, 20 cams and 3636 projs...
PBA: 2.234 -> 1.533 (5 LMs in 0.22sec)
Focal Length : [789.413]->[2102.602]
Radial Distortion : [-171.663 -> -28]

#############################
#50: [126] sees 883 (+106) 3D points
Estimated Focal Length [797][4.50N]
# 56 projs (0 pts and 0 merges)
SKIP: 0 cams, 234 points, 1052 projs
PBA: 119 3D pts, 20 cams and 3705 projs...
PBA: 2.103 -> 1.532 (5 LMs in 0.20sec)
Focal Length : [796.556]->[2168.282]
Radial Distortion : [-183.983 -> -27]

#############################
#51: [109] sees 549 (+92) 3D points
Estimated Focal Length [1355][7.93N]
# 62 projs (0 pts and 0 merges)
SKIP: 0 cams, 235 points, 1071 projs
PBA: 118 3D pts, 20 cams and 3748 projs...
PBA: 2.104 -> 1.568 (5 LMs in 0.20sec)
ERROR: images #91 has bad focal lengths
ERROR: images #89 has bad focal lengths
ERROR: images #75 has bad focal lengths
Focal Length : [1355.484]->[2156.874]
Radial Distortion : [-181.296 -> -24]

#############################
#49: [108] sees 663 (+105) 3D points
Estimated Focal Length [1224][7.00N]
# 56 projs (0 pts and 0 merges)
SKIP: 0 cams, 234 points, 1226 projs
PBA: 119 3D pts, 20 cams and 3649 projs...
PBA: 2.117 -> 1.547 (5 LMs in 0.20sec)
ERROR: images #90 has bad focal lengths
Focal Length : [1224.348]->[2071.291]
Radial Distortion : [-164.030 -> -26]

#############################
#49: [110] sees 529 (+115) 3D points
Estimated Focal Length [1487][8.50N]
# 54 projs (0 pts and 0 merges)
SKIP: 0 cams, 235 points, 1120 projs
PBA: 118 3D pts, 20 cams and 3635 projs...
PBA: 2.192 -> 1.566 (5 LMs in 0.22sec)
Focal Length : [1486.927]->[2273.871]
Radial Distortion : [-196.579 -> -26]

#############################
#50: [106] sees 709 (+107) 3D points
Estimated Focal Length [189][1.08N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 233 points, 1036 projs
PBA: 120 3D pts, 20 cams and 3713 projs...
PBA: 2.139 -> 1.565 (5 LMs in 0.21sec)
ERROR: [188.546] --> [806.619]

#############################
#50: [107] sees 602 (+105) 3D points
Estimated Focal Length [681][3.91N]
# 52 projs (0 pts and 0 merges)
SKIP: 0 cams, 235 points, 1113 projs
PBA: 118 3D pts, 20 cams and 3688 projs...
PBA: 2.395 -> 1.575 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [680.785]->[1838.601]
Radial Distortion : [-126.774 -> -25]

#############################
#51: [105] sees 639 (+104) 3D points
Estimated Focal Length [1773][9.96N]
# 55 projs (0 pts and 0 merges)
SKIP: 0 cams, 238 points, 1126 projs
PBA: 115 3D pts, 20 cams and 3682 projs...
PBA: 2.013 -> 1.587 (5 LMs in 0.20sec)
Focal Length : [1772.747]->[2533.627]
Radial Distortion : [-247.344 -> -28]

#############################
#52: [104] sees 546 (+122) 3D points
Estimated Focal Length [1563][8.88N]
# 48 projs (0 pts and 0 merges)
SKIP: 0 cams, 240 points, 1136 projs
PBA: 113 3D pts, 20 cams and 3692 projs...
PBA: 1.990 -> 1.613 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [1563.386]->[2851.196]
Radial Distortion : [-317.917 -> -27]

#############################
#53: [103] sees 645 (+125) 3D points
Estimated Focal Length [875][5.00N]
# 50 projs (0 pts and 0 merges)
SKIP: 0 cams, 241 points, 1173 projs
PBA: 112 3D pts, 20 cams and 3705 projs...
PBA: 2.484 -> 1.580 (5 LMs in 0.20sec)
ERROR: [874.622] --> [2038.091]

#############################
#53: [102] sees 649 (+112) 3D points
Estimated Focal Length [486][2.76N]
# 47 projs (0 pts and 0 merges)
SKIP: 0 cams, 241 points, 1184 projs
PBA: 112 3D pts, 20 cams and 3704 projs...
PBA: 2.487 -> 1.577 (5 LMs in 0.20sec)
ERROR: [486.437] --> [1596.064]

#############################
#53: [101] sees 565 (+102) 3D points
Estimated Focal Length [1396][8.41N]
# 53 projs (0 pts and 0 merges)
SKIP: 0 cams, 240 points, 1175 projs
PBA: 113 3D pts, 20 cams and 3718 projs...
PBA: 2.324 -> 1.598 (5 LMs in 0.21sec)
#points w/ large errors:	1
ERROR: images #68 has bad focal lengths
ERROR: images #69 has bad focal lengths
ERROR: images #71 has bad focal lengths
Focal Length : [1395.959]->[1743.011]
Radial Distortion : [-124.387 -> -24]

#############################
#51: [100] sees 534 (+121) 3D points
Estimated Focal Length [541][3.14N]
# 50 projs (0 pts and 0 merges)
SKIP: 0 cams, 239 points, 1280 projs
PBA: 114 3D pts, 20 cams and 3616 projs...
PBA: 2.063 -> 1.489 (5 LMs in 0.21sec)
Focal Length : [540.935]->[1623.699]
Radial Distortion : [-101.935 -> -25]

#############################
#52: [99] sees 550 (+107) 3D points
Estimated Focal Length [837][4.98N]
# 51 projs (0 pts and 0 merges)
SKIP: 0 cams, 241 points, 1128 projs
PBA: 112 3D pts, 20 cams and 3629 projs...
PBA: 1.952 -> 1.535 (5 LMs in 0.20sec)
Focal Length : [836.575]->[1810.856]
Radial Distortion : [-131.736 -> -24]

#############################
#53: [98] sees 519 (+104) 3D points
Estimated Focal Length [821][4.92N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 240 points, 1102 projs
PBA: 113 3D pts, 20 cams and 3704 projs...
PBA: 1.923 -> 1.533 (5 LMs in 0.20sec)
#points w/ large errors:	1
ERROR: images #64 has bad focal lengths
Focal Length : [821.242]->[1615.631]
Radial Distortion : [-103.680 -> -23]

#############################
#53: [97] sees 531 (+113) 3D points
Estimated Focal Length [210][1.27N]
# 50 projs (0 pts and 0 merges)
SKIP: 0 cams, 241 points, 1176 projs
PBA: 112 3D pts, 20 cams and 3680 projs...
PBA: 2.203 -> 1.485 (5 LMs in 0.22sec)
Focal Length : [210.093]->[930.153]
Radial Distortion : [-34.813 -> -24]

#############################
#54: [90] sees 546 (+92) 3D points
Estimated Focal Length [1276][7.21N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 243 points, 1152 projs
PBA: 110 3D pts, 20 cams and 3679 projs...
PBA: 2.076 -> 1.505 (5 LMs in 0.21sec)
Focal Length : [1275.549]->[2368.200]
Radial Distortion : [-230.567 -> -29]

#############################
#55: [91] sees 520 (+110) 3D points
Estimated Focal Length [598][3.44N]
# 48 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1203 projs
PBA: 107 3D pts, 20 cams and 3676 projs...
PBA: 2.005 -> 1.551 (5 LMs in 0.20sec)
ERROR: [598.500] --> [1629.718]

#############################
#55: [92] sees 528 (+99) 3D points
Estimated Focal Length [1405][7.94N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1250 projs
PBA: 107 3D pts, 20 cams and 3675 projs...
PBA: 2.167 -> 1.559 (5 LMs in 0.20sec)
ERROR: [1404.780] --> [3024.696]

#############################
#55: [89] sees 382 (+100) 3D points
Estimated Focal Length [1604][9.60N]
# 45 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1247 projs
PBA: 107 3D pts, 20 cams and 3676 projs...
PBA: 1.947 -> 1.558 (5 LMs in 0.21sec)
#points w/ large errors:	1
ERROR: images #54 has bad focal lengths
ERROR: images #61 has bad focal lengths
Focal Length : [1603.545]->[2685.971]
Radial Distortion : [-288.651 -> -23]

#############################
#54: [87] sees 395 (+107) 3D points
Estimated Focal Length [817][4.95N]
# 45 projs (0 pts and 0 merges)
SKIP: 0 cams, 244 points, 1289 projs
PBA: 109 3D pts, 20 cams and 3635 projs...
PBA: 1.810 -> 1.460 (5 LMs in 0.21sec)
Focal Length : [817.460]->[1545.624]
Radial Distortion : [-96.555 -> -23]

#############################
#55: [88] sees 422 (+105) 3D points
Estimated Focal Length [992][5.97N]
# 45 projs (0 pts and 0 merges)
SKIP: 0 cams, 247 points, 1203 projs
PBA: 106 3D pts, 20 cams and 3629 projs...
PBA: 1.934 -> 1.482 (5 LMs in 0.21sec)
ERROR: [991.685] --> [1998.544]

#############################
#55: [96] sees 593 (+95) 3D points
Estimated Focal Length [533][3.17N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 247 points, 1247 projs
PBA: 106 3D pts, 20 cams and 3631 projs...
PBA: 2.054 -> 1.478 (5 LMs in 0.20sec)
ERROR: [532.606] --> [1669.050]

#############################
#55: [86] sees 448 (+110) 3D points
Estimated Focal Length [1076][6.52N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1237 projs
PBA: 107 3D pts, 20 cams and 3638 projs...
PBA: 2.111 -> 1.471 (5 LMs in 0.21sec)
ERROR: [1076.329] --> [2517.545]

#############################
#55: [94] sees 512 (+94) 3D points
Estimated Focal Length [336][1.91N]
# 44 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1231 projs
PBA: 107 3D pts, 20 cams and 3642 projs...
PBA: 2.390 -> 1.483 (5 LMs in 0.21sec)
ERROR: [335.659] --> [1296.383]

#############################
#55: [95] sees 547 (+89) 3D points
Estimated Focal Length [1296][7.49N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1235 projs
PBA: 107 3D pts, 20 cams and 3644 projs...
PBA: 1.815 -> 1.481 (5 LMs in 0.20sec)
ERROR: images #53 has bad focal lengths
Focal Length : [1295.547]->[2198.836]
Radial Distortion : [-193.501 -> -26]

#############################
#55: [93] sees 549 (+93) 3D points
Estimated Focal Length [1506][8.51N]
# 48 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1234 projs
PBA: 107 3D pts, 20 cams and 3649 projs...
PBA: 2.114 -> 1.475 (5 LMs in 0.20sec)
Focal Length : [1505.889]->[2683.800]
Radial Distortion : [-280.711 -> -27]

#############################
#56: [85] sees 394 (+89) 3D points
Estimated Focal Length [1062][6.39N]
# 43 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1215 projs
PBA: 105 3D pts, 20 cams and 3668 projs...
PBA: 2.039 -> 1.483 (5 LMs in 0.22sec)
ERROR: [1061.544] --> [2334.369]

#############################
#56: [84] sees 327 (+85) 3D points
Estimated Focal Length [557][3.29N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1258 projs
PBA: 105 3D pts, 20 cams and 3660 projs...
PBA: 1.756 -> 1.486 (5 LMs in 0.21sec)
ERROR: [556.560] --> [1644.747]

#############################
#56: [73] sees 269 (+82) 3D points
Estimated Focal Length [464][2.73N]
# 40 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1250 projs
PBA: 105 3D pts, 20 cams and 3665 projs...
PBA: 2.046 -> 1.500 (5 LMs in 0.20sec)
ERROR: [464.472] --> [1319.678]

#############################
#56: [81] sees 348 (+78) 3D points
Estimated Focal Length [378][2.20N]
# 36 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1254 projs
PBA: 105 3D pts, 20 cams and 3662 projs...
PBA: 2.046 -> 1.491 (5 LMs in 0.20sec)
ERROR: [378.305] --> [1366.626]

#############################
#56: [82] sees 324 (+79) 3D points
Estimated Focal Length [1243][7.35N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1249 projs
PBA: 105 3D pts, 20 cams and 3663 projs...
PBA: 1.993 -> 1.490 (5 LMs in 0.22sec)
ERROR: images #57 has bad focal lengths
ERROR: images #59 has bad focal lengths
Focal Length : [1242.684]->[1923.641]
Radial Distortion : [-155.696 -> -25]

#############################
#55: [74] sees 298 (+85) 3D points
Estimated Focal Length [1578][9.74N]
# 40 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1285 projs
PBA: 107 3D pts, 20 cams and 3633 projs...
PBA: 2.299 -> 1.477 (5 LMs in 0.21sec)
Focal Length : [1578.384]->[2448.727]
Radial Distortion : [-253.394 -> -23]

#############################
#56: [72] sees 237 (+95) 3D points
Estimated Focal Length [531][3.07N]
# 37 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1215 projs
